Threshold,"Precision (length, strict)","Precision (length, overlap)","Recall (length, strict)","Recall (length, overlap)",FPR (total length),FPR (unique length),"Precision (boundary, strict)","Precision (boundary, lax)","Recall (boundary, strict)","Recall (boundary, lax)","FPR (boundary, strict)","FPR (boundary, lax)","F1 Score (length, strict)","F1 Score (length, overlap)","F1 Score (boundary, strict)","F1 Score (boundary, lax)"
0.05,0.1952232606438214,0.3394815599898411,0.48081841432225064,0.3844561911256244,0.10777539802478502,0.10777539802478502,0.2499134648667359,0.2499134648667359,0.6155157715260017,0.6155157715260017,0.013131582255624356,0.013131582255624356,0.2776957163958641,0.360571851129401,0.3554899064500246,0.3554899064500246
0.1,0.19529085872576177,0.33959910900645807,0.48081841432225064,0.3844561911256244,0.10777521807371011,0.10777521807371011,0.25,0.25,0.6155157715260017,0.6155157715260017,0.013123579259836265,0.013123579259836265,0.27776409751292785,0.360638144446872,0.35557744397931546,0.35557744397931546
0.15000000000000002,0.1973407977606718,0.3421931252673262,0.48081841432225064,0.3808856960974368,0.10426599216205099,0.10426599216205099,0.2520993701889433,0.2520993701889433,0.6142369991474851,0.6142369991474851,0.01302687639406351,0.01302687639406351,0.2798313073678988,0.3605041742785428,0.3574795336144877,0.3574795336144877
0.2,0.20827178729689808,0.35777947059434617,0.48081841432225064,0.37231970335723724,0.08760414218582252,0.08760414218582252,0.2655096011816839,0.2655096011816839,0.6129582267689685,0.6129582267689685,0.012413980299958952,0.012413980299958952,0.29064674053079104,0.36490479954393173,0.3705230610667354,0.3705230610667354
0.25,0.22775080906148867,0.38376076359277794,0.4799658994032396,0.34948413391274036,0.06420348435667311,0.06420348435667311,0.2886326860841424,0.2886326860841424,0.6082693947144076,0.6082693947144076,0.011550323671160904,0.011550323671160904,0.3089163237311386,0.3658212925863682,0.3914951989026063,0.3914951989026063
0.3,0.25709057639524246,0.4204302374027853,0.47911338448422847,0.3109528531404505,0.04099213505832034,0.04099213505832034,0.3218206770356816,0.3218206770356816,0.5997442455242967,0.5997442455242967,0.010509934218709204,0.010509934218709204,0.3346233998213754,0.35749796121157296,0.4188746650788926,0.4188746650788926
0.35000000000000003,0.2846270928462709,0.45358211639682117,0.4782608695652174,0.29202430878246294,0.027685112971485314,0.027685112971485314,0.350076103500761,0.350076103500761,0.5882352941176471,0.5882352941176471,0.009581586707290762,0.009581586707290762,0.35687022900763354,0.35530006057825625,0.4389312977099237,0.4389312977099237
0.4,0.3077351140790206,0.4809807204992357,0.47144075021312876,0.27216106490116226,0.021093505097834,0.021093505097834,0.37506956037840844,0.37506956037840844,0.5745950554134698,0.5745950554134698,0.008873988496360471,0.008873988496360471,0.3723905723905724,0.347621729734214,0.45387205387205387,0.45387205387205387
0.45,0.33497234173325136,0.5136154816597182,0.46462063086104005,0.2586918791266598,0.016851878311324717,0.016851878311324717,0.4041180086047941,0.4041180086047941,0.5605285592497868,0.5605285592497868,0.008115037729123269,0.008115037729123269,0.3892857142857143,0.34408102484950576,0.4696428571428571,0.4696428571428571
0.5,0.3650242886884108,0.5507729013836926,0.4484228473998295,0.24322480934293353,0.013308101793284443,0.013308101793284443,0.4392782789729355,0.4392782789729355,0.5396419437340153,0.5396419437340153,0.007306735154526177,0.007306735154526177,0.4024483550114767,0.337435819072345,0.4843152257077276,0.4843152257077276
0.55,0.3953488372093023,0.5849461667552444,0.43478260869565216,0.2260628469464957,0.010756395551177547,0.010756395551177547,0.47364341085271316,0.47364341085271316,0.5208866155157715,0.5208866155157715,0.006723850294626956,0.006723850294626956,0.41412911084043846,0.326098954593768,0.4961429151441332,0.4961429151441332
0.6000000000000001,0.4245614035087719,0.6183922147205243,0.41261722080136404,0.20942967810000504,0.00864341002968113,0.00864341002968113,0.506578947368421,0.506578947368421,0.49232736572890023,0.49232736572890023,0.006025255453958265,0.006025255453958265,0.41850410722006054,0.3128926248307041,0.4993514915693904,0.4993514915693904
0.6500000000000001,0.45535714285714285,0.6602913684179109,0.391304347826087,0.1966015690034958,0.006737008342171931,0.006737008342171931,0.5431547619047619,0.5431547619047619,0.46675191815856776,0.46675191815856776,0.005412692818011542,0.005412692818011542,0.4209078404401651,0.3029884209830659,0.5020632737276478,0.5020632737276478
0.7000000000000001,0.48726851851851855,0.6949022044204385,0.3589087809036658,0.16993925192609846,0.005105391946037712,0.005105391946037712,0.5775462962962963,0.5775462962962963,0.4254049445865303,0.4254049445865303,0.004753779498125465,0.004753779498125465,0.413352970054001,0.2730932008737741,0.4899361806578301,0.4899361806578301
0.7500000000000001,0.516260162601626,0.7286833165449231,0.3248081841432225,0.15330798864319484,0.0038167622986662385,0.0038167622986662385,0.6097560975609756,0.6097560975609756,0.3836317135549872,0.3836317135549872,0.004130879659285792,0.004130879659285792,0.3987441130298273,0.2533198977364694,0.4709576138147566,0.4709576138147566
0.8,0.5524590163934426,0.7669983688561008,0.2872975277067349,0.1311941830060036,0.002735976142806294,0.002735976142806294,0.6491803278688525,0.6491803278688525,0.3375959079283887,0.3375959079283887,0.003362258605471315,0.003362258605471315,0.3780145821648907,0.22406270049868368,0.4441951766685362,0.4441951766685362
0.8500000000000001,0.5836820083682008,0.7793920649423403,0.23785166240409208,0.10830944444437673,0.0020561209818274607,0.0020561209818274607,0.6746861924686193,0.6746861924686193,0.2749360613810742,0.2749360613810742,0.0026333190724394497,0.0026333190724394497,0.337976983646275,0.19018897831227144,0.3906723198061781,0.3906723198061781
0.9000000000000001,0.6298342541436464,0.814284064750926,0.19437340153452684,0.08580851220087317,0.0012785523871769744,0.0012785523871769744,0.7099447513812155,0.7099447513812155,0.21909633418584826,0.21909633418584826,0.002035428595437559,0.002035428595437559,0.29706840390879474,0.15525626117656155,0.33485342019543973,0.33485342019543973
0.9500000000000001,0.6764705882352942,0.8407951931877138,0.1568627450980392,0.06755664790192932,0.00083533288969395,0.00083533288969395,0.7444852941176471,0.7444852941176471,0.17263427109974425,0.17263427109974425,0.0015969311178817937,0.0015969311178817937,0.2546712802768166,0.12506454493597804,0.2802768166089965,0.2802768166089965
