Threshold,"Precision (length, strict)","Precision (length, overlap)","Recall (length, strict)","Recall (length, overlap)",FPR (total length),FPR (unique length),"Precision (boundary, strict)","Precision (boundary, lax)","Recall (boundary, strict)","Recall (boundary, lax)","FPR (boundary, strict)","FPR (boundary, lax)","F1 Score (length, strict)","F1 Score (length, overlap)","F1 Score (boundary, strict)","F1 Score (boundary, lax)"
0.05,0.14419225634178906,0.26397018265056754,0.5524296675191815,0.4551383525985548,0.16838327995384614,0.16838327995384614,0.1813529149977748,0.1813529149977748,0.6947996589940324,0.6947996589940324,0.019180513238789054,0.01917976295793392,0.22869242985706725,0.33414414703087214,0.28763013940356447,0.28763013940356447
0.1,0.14419225634178906,0.26397018265056754,0.5524296675191815,0.4551383525985548,0.16838327995384614,0.16838327995384614,0.1813529149977748,0.1813529149977748,0.6947996589940324,0.6947996589940324,0.019180513238789054,0.01917976295793392,0.22869242985706725,0.33414414703087214,0.28763013940356447,0.28763013940356447
0.15000000000000002,0.1452914798206278,0.26547917775705376,0.5524296675191815,0.45052434669813196,0.16415766881300312,0.16415766881300312,0.1827354260089686,0.1827354260089686,0.6947996589940324,0.6947996589940324,0.019074140086439022,0.01907338980558389,0.23007278537191547,0.33409006809557934,0.28936623468844314,0.28936623468844314
0.2,0.1506276150627615,0.2737149030232492,0.5524296675191815,0.4423289123941894,0.14668729865724106,0.14668729865724106,0.1893305439330544,0.1893305439330544,0.6943734015345269,0.6943734015345269,0.01851326346495705,0.018512763277720293,0.2367123287671233,0.3381692928658908,0.29753424657534244,0.29753424657534244
0.25,0.16273229532898043,0.2901764668016258,0.5524296675191815,0.41708071521490275,0.1150193285449552,0.1150193285449552,0.20391762933199398,0.20391762933199398,0.6922421142369991,0.6922421142369991,0.017355496740946694,0.01735499655370994,0.25140640155189137,0.3422432783703487,0.3150339476236663,0.3150339476236663
0.3,0.18090452261306533,0.3154204815496161,0.5524296675191815,0.3898937833208831,0.08107857635666015,0.08107857635666015,0.2254327191513121,0.2254327191513121,0.6884057971014492,0.6884057971014492,0.015971645385922797,0.01597139529230442,0.2725552050473186,0.3487253583644866,0.3396424815983175,0.3396424815983175
0.35000000000000003,0.20074696545284781,0.3385541664912614,0.5498721227621484,0.3562627506124706,0.05777707156978161,0.05777707156978161,0.24712107065048242,0.24712107065048242,0.6768968456947997,0.6768968456947997,0.014533106893013618,0.01453285679939524,0.2941176470588236,0.34718279194541296,0.36206110351117193,0.36206110351117193
0.4,0.22152994115610938,0.3627576890954545,0.545609548167093,0.3303781632347166,0.043673406074356505,0.043673406074356505,0.2698165455174801,0.2698165455174801,0.664535379369139,0.664535379369139,0.013295977127438038,0.013295727033819659,0.3151157065484983,0.34581162875856586,0.38380108321024126,0.38380108321024126
0.45,0.2459521973785659,0.39285135246105496,0.5439045183290707,0.31542186785540544,0.03471814083187063,0.03471814083187063,0.29683885890516576,0.29683885890516576,0.6564364876385337,0.6564364876385337,0.012083523265542401,0.012083273171924024,0.3387310857446244,0.3499042567991566,0.4088133793469605,0.4088133793469605
0.5,0.2677572105036591,0.4190749467463656,0.5302642796248934,0.2937430686282654,0.028304864473446958,0.028304864473446958,0.32199741713301766,0.32199741713301766,0.6376811594202898,0.6376811594202898,0.010885074646275923,0.010884824552657544,0.35583524027459956,0.34539071175917824,0.4279176201372998,0.4279176201372998
0.55,0.29420360448124694,0.4486668934116898,0.514919011082694,0.27557186723569377,0.023326877888439693,0.023326877888439693,0.3524111056989771,0.3524111056989771,0.6167945439045184,0.6167945439045184,0.00975898644726009,0.00975898644726009,0.3744575325480471,0.34143429018843974,0.44854308741475507,0.44854308741475507
0.6000000000000001,0.32164383561643833,0.48227832596244685,0.5004262574595055,0.2607979062335011,0.019233530787649455,0.019233530787649455,0.3835616438356164,0.3835616438356164,0.5967604433077579,0.5967604433077579,0.00877461796532502,0.00877461796532502,0.3915943962641761,0.3385310205955743,0.46697798532354906,0.46697798532354906
0.6500000000000001,0.36112892880051317,0.5243609743856024,0.4799658994032396,0.2426976060914134,0.014916144598606532,0.014916144598606532,0.4278383579217447,0.4278383579217447,0.5686274509803921,0.5686274509803921,0.007673872586304807,0.007673872586304807,0.4121522693997072,0.3318159954146028,0.4882869692532943,0.4882869692532943
0.7000000000000001,0.4068810770381451,0.5754398109604543,0.463768115942029,0.22882083705538758,0.011209332406705266,0.011209332406705266,0.47830964846671653,0.47830964846671653,0.5451832907075874,0.5451832907075874,0.00681588474618999,0.00681588474618999,0.4334661354581673,0.32743767718539807,0.5095617529880478,0.5095617529880478
0.7500000000000001,0.45578851412944393,0.6227209564449627,0.42625745950554134,0.1994675308956675,0.008152143595199337,0.008152143595199337,0.5305378304466728,0.5305378304466728,0.4961636828644501,0.4961636828644501,0.00568512813296444,0.00568512813296444,0.44052863436123346,0.30215118195301194,0.5127753303964757,0.5127753303964757
0.8,0.5050962627406569,0.6685223647763043,0.38022165387894286,0.1693081749498352,0.005781648085518509,0.005781648085518509,0.579841449603624,0.579841449603624,0.43648763853367434,0.43648763853367434,0.004701426567345043,0.004701426567345043,0.4338521400778211,0.27018900869959006,0.4980544747081712,0.4980544747081712
0.8500000000000001,0.5590327169274538,0.7129690477374923,0.3350383631713555,0.14182924279574202,0.003959823403213134,0.003959823403213134,0.6308677098150782,0.6308677098150782,0.37809036658141515,0.37809036658141515,0.003801422999342754,0.003801422999342754,0.4189765458422175,0.23659350117401354,0.4728144989339019,0.4728144989339019
0.9000000000000001,0.6054545454545455,0.7450559814432478,0.28388746803069054,0.118344718743106,0.0027140221116682796,0.0027140221116682796,0.6709090909090909,0.6709090909090909,0.3145780051150895,0.3145780051150895,0.0030171294121099333,0.0030171294121099333,0.3865351131746953,0.2042468590834797,0.4283226929773651,0.4283226929773651
0.9500000000000001,0.6798029556650246,0.7963465332902968,0.23529411764705882,0.09685878139862439,0.001630896591834612,0.001630896591834612,0.7364532019704434,0.7364532019704434,0.2549019607843137,0.2549019607843137,0.0022381711554025057,0.0022381711554025057,0.34958834705509817,0.172710917673795,0.37872070930968965,0.37872070930968965
