Precision (lax),Precision (strict),Recall,F1 Score (lax),F1 Score (strict),FPR (lax),FPR (strict)
0.10455653323418845,0.002091130664683769,0.15966439565985366,0.12636361366983698,0.004128194212699049,0.0038998036084527776,0.1793597688945952
