Precision (lax),Precision (strict),Recall,F1 Score (lax),F1 Score (strict),FPR (lax),FPR (strict)
0.01793750396146289,0.0003587500792292578,0.1206308610400682,0.031231032389780942,0.0007153726763027114,0.030888062431370142,0.12874669417918774
