Precision (lax),Precision (strict),Recall,F1 Score (lax),F1 Score (strict),FPR (lax),FPR (strict)
0.030938242280285036,0.0006187648456057007,0.12422508345255126,0.04953884187505942,0.0012313961101118656,0.006241822730300097,0.13612096172529176
