Precision (lax),Precision (strict),Recall,F1 Score (lax),F1 Score (strict),FPR (lax),FPR (strict)
0.07874109263657958,0.0007158281148779961,0.31616595135908443,0.12608158220024723,0.0014284221536857277,0.006120758283659668,0.33771094145783603
