Precision (lax),Precision (strict),Recall,F1 Score (lax),F1 Score (strict),FPR (lax),FPR (strict)
0.0451923686378906,0.00041083971488991455,0.30392156862745096,0.07868454450146221,0.0008205701869472948,0.030822704632434073,0.3253367844029615
