Precision (lax),Precision (strict),Recall,F1 Score (lax),F1 Score (strict),FPR (lax),FPR (strict)
0.25137356962861984,0.0022852142693510894,0.3838632349230381,0.3038018922089918,0.004543380887635509,0.0033455964050270364,0.3976850421444382
