Threshold,"Precision (length, strict)","Precision (length, overlap)","Recall (length, strict)","Recall (length, overlap)",FPR (total length),FPR (unique length),"Precision (boundary, strict)","Precision (boundary, lax)","Recall (boundary, strict)","Recall (boundary, lax)","FPR (boundary, strict)","FPR (boundary, lax)","F1 Score (length, strict)","F1 Score (length, overlap)","F1 Score (boundary, strict)","F1 Score (boundary, lax)"
0.05,0.41378761343735077,0.768641219324499,0.3279081503911178,0.3434911599119334,0.048805651352458866,0.048805651352458866,0.5300907498805922,0.5300907498805922,0.42007317688619733,0.42007317688619733,0.0010440182658152585,0.0010435177776724899,0.3658759766312381,0.4748022248271681,0.4687126064616034,0.4687126064616034
0.1,0.41378761343735077,0.768641219324499,0.3279081503911178,0.3434911599119334,0.048805651352458866,0.048805651352458866,0.5300907498805922,0.5300907498805922,0.42007317688619733,0.42007317688619733,0.0010440182658152585,0.0010435177776724899,0.3658759766312381,0.4748022248271681,0.4687126064616034,0.4687126064616034
0.15000000000000002,0.4141832669322709,0.7690574499724587,0.3279081503911178,0.34349035221962565,0.04868364952787107,0.04868364952787107,0.5305179282868526,0.5305179282868526,0.42001009336361345,0.42001009336361345,0.001042016313244184,0.0010415158251014156,0.3660305612280825,0.4748808345091825,0.4688402225195409,0.4688402225195409
0.2,0.4165731687770476,0.7716099526501972,0.3279081503911178,0.3428749121861305,0.04748409443303861,0.04748409443303861,0.5334188171181279,0.5334188171181279,0.4198839263184456,0.4198839263184456,0.0010296709390558926,0.001029170450913124,0.3669608189198729,0.4747766490229269,0.4698905753618073,0.4698905753618073
0.25,0.42216444588885277,0.7770642156802668,0.32778198334595005,0.34094730346901564,0.044470312630323076,0.044470312630323076,0.539892752681183,0.539892752681183,0.4191900075700227,0.4191900075700227,0.0010036455556319264,0.0010031450674891577,0.36903409090909095,0.47394493602364524,0.4719460227272727,0.4719460227272727
0.3,0.4313986362880426,0.7856470951700233,0.3272773151652788,0.33699056407128103,0.040353074834520455,0.040353074834520455,0.5498087477132879,0.5498087477132879,0.417108251324754,0.417108251324754,0.0009632728454485942,0.0009627723573058256,0.3721931271970729,0.4716671591815929,0.4743525360499318,0.4743525360499318
0.35000000000000003,0.4459203036053131,0.7987983622853477,0.3261418117587686,0.33098505650261356,0.03542326862315113,0.03542326862315113,0.5650336380886666,0.5650336380886666,0.413260156447136,0.413260156447136,0.0009068845146966675,0.0009063840265538989,0.37673977993150193,0.4680371771765788,0.477373752095023,0.477373752095023
0.4,0.46449170872386447,0.8108587025154447,0.3251324753974262,0.3230803451390215,0.030785645125444298,0.030785645125444298,0.582732516222062,0.582732516222062,0.4078980570275044,0.4078980570275044,0.0008448239849933635,0.000844323496850595,0.38251447231705504,0.46205748009040654,0.47988719014398107,0.47988719014398107
0.45,0.4853053435114504,0.8251305236065772,0.32084279586172093,0.3120939131282072,0.026233241585889026,0.026233241585889026,0.6028625954198473,0.6028625954198473,0.39856169568508704,0.39856169568508704,0.0007710853986254594,0.0007705849104826908,0.38629804040710924,0.4528889911885701,0.47987239860246084,0.47987239860246084
0.5,0.5091057908737466,0.8417075527146934,0.3139036083774918,0.2999276351377485,0.022112118381660044,0.022112118381660044,0.6263556374053612,0.6263556374053612,0.3861973252586424,0.3861973252586424,0.0006920082720680236,0.0006915077839252551,0.38835557636775153,0.4422627446131759,0.47779598844923127,0.47779598844923127
0.55,0.5321121165305672,0.8572524475176291,0.304188745899571,0.28610464660937684,0.018397149871600203,0.018397149871600203,0.6483116309865372,0.6483116309865372,0.37061569518041887,0.37061569518041887,0.0006216062733185767,0.0006211057851758081,0.3870915950870996,0.42902416018911815,0.4716223809906077,0.4716223809906077
0.6000000000000001,0.5572941742898411,0.8726226764754377,0.29207670956346204,0.2703945867348044,0.015223030214490087,0.015223030214490087,0.6729658160808859,0.6729658160808859,0.352699974766591,0.352699974766591,0.000548535004474364,0.0005480345163315954,0.3832781456953642,0.41285894023736147,0.46283112582781455,0.46283112582781455
0.6500000000000001,0.5848202396804261,0.8904877175012978,0.27706283118849356,0.2528942534246917,0.011914734453056236,0.011914734453056236,0.7002663115845539,0.7002663115845539,0.3317562452687358,0.3317562452687358,0.0004707925129643112,0.0004705422688929269,0.3759952058899067,0.3939177496719956,0.4502183032274634,0.4502183032274634
0.7000000000000001,0.616170724376315,0.9105036042858113,0.25864244259399444,0.23166503983162043,0.008694248922058188,0.008694248922058188,0.7306883077847911,0.7306883077847911,0.30671208680292705,0.30671208680292705,0.00039371733897794985,0.00039371733897794985,0.36434728516839954,0.36935325591379053,0.4320625610948191,0.4320625610948191
0.7500000000000001,0.6507493900313698,0.9237870394360386,0.23555387332828664,0.20652344808255407,0.0063829489628290745,0.0063829489628290745,0.7605437434646218,0.7605437434646218,0.27529649255614436,0.27529649255614436,0.00032131338765742856,0.00032131338765742856,0.34590088003705416,0.337577482974857,0.4042612320518759,0.4042612320518759
0.8,0.6865797223390829,0.9332599102873281,0.20590461771385316,0.17626986494422117,0.004602395794641141,0.004602395794641141,0.7871266302061422,0.7871266302061422,0.23605854150895786,0.23605854150895786,0.0002595865167159703,0.0002595865167159703,0.3168009317674464,0.296532102186933,0.36319518586819377,0.36319518586819377
0.8500000000000001,0.727884117951371,0.9509105615012268,0.17751703255109766,0.1483098425672066,0.0026695346161397793,0.0026695346161397793,0.8199689601655458,0.8199689601655458,0.19997476659096644,0.19997476659096644,0.00020086257463112356,0.00020086257463112356,0.28542448524191094,0.2565989407579465,0.32153362409980735,0.32153362409980735
0.9000000000000001,0.7570399476096922,0.9603333827319271,0.1458491042139793,0.11898196045518702,0.0016810867124730418,0.0016810867124730418,0.842174197773412,0.842174197773412,0.16225082008579358,0.16225082008579358,0.00015915522940040854,0.00015915522940040854,0.24457844070665397,0.2117311669647917,0.2720829366338728,0.2720829366338728
0.9500000000000001,0.7931034482758621,0.9721994412847204,0.11317183951551854,0.09061549285100484,0.0008778432771296053,0.0008778432771296053,0.8709106984969054,0.8709106984969054,0.12427453949028514,0.12427453949028514,0.00011511227283677347,0.00011511227283677347,0.19807883405101026,0.1657792503510988,0.21751131721320527,0.21751131721320527
